  freq              ;  reS11        ; imS11         
   6.63830941396E+04; -0.59401      ; 0.327608     
   6.66930178930E+04; -0.593605     ; 0.328516     
   6.70043885922E+04; -0.592773     ; 0.330197     
   6.73172129924E+04; -0.592013     ; 0.331325     
   6.76314978806E+04; -0.591011     ; 0.332746     
   6.79472500754E+04; -0.590264     ; 0.334021     
   6.82644764272E+04; -0.589753     ; 0.335689     
   6.85831838185E+04; -0.588944     ; 0.336983     
   6.89033791638E+04; -0.587805     ; 0.338564     
   6.92250694099E+04; -0.587406     ; 0.339706     
   6.95482615362E+04; -0.586513     ; 0.341011     
   6.98729625544E+04; -0.585332     ; 0.342767     
   7.01991795091E+04; -0.584296     ; 0.343803     
   7.05269194779E+04; -0.583881     ; 0.345814     
   7.08561895712E+04; -0.582897     ; 0.346675     
   7.11869969328E+04; -0.582625     ; 0.348446     
   7.15193487397E+04; -0.581129     ; 0.349663     
   7.18532522024E+04; -0.580676     ; 0.351491     
   7.21887145654E+04; -0.579847     ; 0.352984     
   7.25257431065E+04; -0.578435     ; 0.353909     
   7.28643451378E+04; -0.578288     ; 0.355399     
   7.32045280056E+04; -0.576779     ; 0.356661     
   7.35462990902E+04; -0.575932     ; 0.358693     
   7.38896658067E+04; -0.574863     ; 0.360379     
   7.42346356045E+04; -0.573976     ; 0.362001     
   7.45812159681E+04; -0.573223     ; 0.363114     
   7.49294144166E+04; -0.57211      ; 0.364764     
   7.52792385045E+04; -0.571564     ; 0.366186     
   7.56306958213E+04; -0.570371     ; 0.367707     
   7.59837939923E+04; -0.569584     ; 0.36898      
   7.63385406780E+04; -0.568214     ; 0.370311     
   7.66949435749E+04; -0.567223     ; 0.371957     
   7.70530104154E+04; -0.566262     ; 0.373577     
   7.74127489679E+04; -0.565343     ; 0.374998     
   7.77741670373E+04; -0.56454      ; 0.376574     
   7.81372724647E+04; -0.56345      ; 0.378137     
   7.85020731278E+04; -0.562238     ; 0.37957      
   7.88685769413E+04; -0.561421     ; 0.381024     
   7.92367918567E+04; -0.56015      ; 0.38272      
   7.96067258626E+04; -0.559242     ; 0.384086     
   7.99783869850E+04; -0.558243     ; 0.385788     
   8.03517832873E+04; -0.557074     ; 0.387418     
   8.07269228706E+04; -0.556064     ; 0.389108     
   8.11038138737E+04; -0.554915     ; 0.390563     
   8.14824644734E+04; -0.553954     ; 0.392028     
   8.18628828850E+04; -0.552527     ; 0.39365      
   8.22450773618E+04; -0.551706     ; 0.395243     
   8.26290561956E+04; -0.550614     ; 0.396683     
   8.30148277173E+04; -0.549591     ; 0.3983       
   8.34024002962E+04; -0.548191     ; 0.399692     
   8.37917823411E+04; -0.547047     ; 0.401369     
   8.41829822999E+04; -0.545816     ; 0.402712     
